table_name,column_name,field_class,derivation_rule,source_reference
mastr_marktakteure,BelieferungVonLetztverbrauchernStrom,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,BundesnetzagenturBetriebsnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,BundesnetzagenturBetriebsnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Direktvermarktungsunternehmen,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Email,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Fax,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Fax_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Gasgrosshaendler,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,HauptwirtdschaftszweigAbteilung,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,HauptwirtdschaftszweigGruppe,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Hausnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,HausnummerAnZustelladresse,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,HausnummerAnZustelladresse_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Hausnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,LandAnZustelladresse,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,MarktakteurAnrede,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,MarktakteurNachname,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,MarktakteurVorname,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,MastrNummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Netz,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,OrtAnZustelladresse,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,PostleitzahlAnZustelladresse,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Region,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Registergericht,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,RegistergerichtAusland,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Registernummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,RegisternummerAusland,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,RegisternummerPraefix,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,RegistrierungsdatumMarktakteur,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,SonstigeRechtsform,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Strasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,StrasseAnZustelladresse,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Stromgrosshaendler,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Telefon,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Umsatzsteueridentifikationsnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Umsatzsteueridentifikationsnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,WebportalDesNetzbetreibers,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Webseite,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,Webseite_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_marktakteure,_silver_run_id,derived,the Silver run id,silver governance
mastr_marktakteure,activity_end_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,activity_start_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,actor_person_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,company_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,country,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,economic_sector_section,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_marktakteure,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_marktakteure,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_marktakteure,is_sme,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,legal_form,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,locality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,market_function,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,market_roles,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,nuts2_region,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,postcode,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_marktakteure,source_system,derived,constant per source,silver governance
mastr_marktakteure_und_rollen,BundesnetzagenturBetriebsnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,BundesnetzagenturBetriebsnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,KontaktdatenMarktrolle,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,Marktpartneridentifikationsnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,Marktpartneridentifikationsnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,MastrNummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_marktakteure_und_rollen,_silver_run_id,derived,the Silver run id,silver governance
mastr_marktakteure_und_rollen,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_marktakteure_und_rollen,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,market_actor_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,market_role,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_marktakteure_und_rollen,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_marktakteure_und_rollen,source_system,derived,constant per source,silver governance
mastr_marktfunktionen,Id,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktfunktionen,Wert,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktfunktionen,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_marktfunktionen,_silver_run_id,derived,the Silver run id,silver governance
mastr_marktfunktionen,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_marktfunktionen,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_marktfunktionen,source_system,derived,constant per source,silver governance
mastr_marktrollen,Id,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktrollen,Wert,source_provided,typed cast,mastr contract / business-name mapping
mastr_marktrollen,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_marktrollen,_silver_run_id,derived,the Silver run id,silver governance
mastr_marktrollen,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_marktrollen,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_marktrollen,source_system,derived,constant per source,silver governance
mastr_netzanschlusspunkte,BilanzierungsgebietNetzanschlusspunktId,source_provided,typed cast,mastr contract / business-name mapping
mastr_netzanschlusspunkte,Gasqualitaet,source_provided,typed cast,mastr contract / business-name mapping
mastr_netzanschlusspunkte,LetzteAenderung,source_provided,typed cast,mastr contract / business-name mapping
mastr_netzanschlusspunkte,Messlokation,source_provided,typed cast,mastr contract / business-name mapping
mastr_netzanschlusspunkte,NameDerTechnischenLokation,source_provided,typed cast,mastr contract / business-name mapping
mastr_netzanschlusspunkte,NetzanschlusspunktBezeichnung,source_provided,typed cast,mastr contract / business-name mapping
mastr_netzanschlusspunkte,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_netzanschlusspunkte,_silver_run_id,derived,the Silver run id,silver governance
mastr_netzanschlusspunkte,connection_point_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,control_zone,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_netzanschlusspunkte,grid_connection_capacity_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,grid_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,grid_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,location_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,location_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,max_feed_in_power_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,max_withdrawal_power_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,net_bottleneck_capacity_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_netzanschlusspunkte,source_system,derived,constant per source,silver governance
mastr_netzanschlusspunkte,still_in_planning_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netzanschlusspunkte,voltage_level,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netze,Bilanzierungsgebiete,source_provided,typed cast,mastr contract / business-name mapping
mastr_netze,Marktgebiet,source_provided,typed cast,mastr contract / business-name mapping
mastr_netze,MastrNummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_netze,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_netze,_silver_run_id,derived,the Silver run id,silver governance
mastr_netze,customers_connected_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netze,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_netze,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netze,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_netze,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_netze,grid_sector,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netze,is_closed_distribution_network,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netze,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netze,name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_netze,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_netze,source_system,derived,constant per source,silver governance
mastr_repowering_eeg_bridge,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_repowering_eeg_bridge,_silver_run_id,derived,the Silver run id,silver governance
mastr_repowering_eeg_bridge,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_repowering_eeg_bridge,linked_id,source_provided,one exploded id from the delimited link array,mastr contract
mastr_repowering_eeg_bridge,parent_id,source_provided,the owning record's MaStR id,mastr contract
mastr_repowering_eeg_bridge,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_repowering_eeg_bridge,source_system,derived,constant per source,silver governance
mastr_unit_deletion_events,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_unit_deletion_events,_silver_run_id,derived,the Silver run id,silver governance
mastr_unit_deletion_events,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_unit_deletion_events,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_unit_deletion_events,operating_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_unit_deletion_events,operating_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_unit_deletion_events,operating_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_unit_deletion_events,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_unit_deletion_events,source_system,derived,constant per source,silver governance
mastr_unit_deletion_events,system_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_unit_deletion_events,system_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_unit_deletion_events,system_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_unit_deletion_events,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_unit_deletion_events,unit_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
op_customer_contracts,_event_ts,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,_lsn,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,_op,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,_silver_loaded_at,derived,current_timestamp() at write,silver governance
op_customer_contracts,_silver_run_id,derived,the Silver run id,silver governance
op_customer_contracts,billing_day,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,contract_id,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,contract_number,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,created_at,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,customer_id,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
op_customer_contracts,end_date,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,source_record_id,derived,natural key or deterministic composite,silver governance
op_customer_contracts,source_system,derived,constant per source,silver governance
op_customer_contracts,start_date,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,status,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,tariff_id,source_provided,typed cast (+ rename where localised),cdc contract
op_customer_contracts,updated_at,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,_event_ts,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,_lsn,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,_op,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,_silver_loaded_at,derived,current_timestamp() at write,silver governance
op_customers,_silver_run_id,derived,the Silver run id,silver governance
op_customers,city,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,country_code,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,created_at,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,customer_id,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,customer_number,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,date_of_birth,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
op_customers,email,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,first_name,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,house_number,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,last_name,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,phone,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,postal_code,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,signed_up_at,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,source_record_id,derived,natural key or deterministic composite,silver governance
op_customers,source_system,derived,constant per source,silver governance
op_customers,status,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,street,source_provided,typed cast (+ rename where localised),cdc contract
op_customers,updated_at,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,_event_ts,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,_lsn,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,_op,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,_silver_loaded_at,derived,current_timestamp() at write,silver governance
op_meters,_silver_run_id,derived,the Silver run id,silver governance
op_meters,contract_id,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,created_at,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
op_meters,installed_on,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,melo_id,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,meter_id,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,meter_serial,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,meter_type,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,removed_on,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,source_record_id,derived,natural key or deterministic composite,silver governance
op_meters,source_system,derived,constant per source,silver governance
op_meters,status,source_provided,typed cast (+ rename where localised),cdc contract
op_meters,updated_at,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,_event_ts,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,_lsn,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,_op,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,_silver_loaded_at,derived,current_timestamp() at write,silver governance
op_order_items,_silver_run_id,derived,the Silver run id,silver governance
op_order_items,created_at,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
op_order_items,line_total_eur,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,order_id,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,order_item_id,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,product_id,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,quantity,source_provided,typed cast (+ rename where localised),cdc contract
op_order_items,source_record_id,derived,natural key or deterministic composite,silver governance
op_order_items,source_system,derived,constant per source,silver governance
op_order_items,unit_price_eur,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,_event_ts,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,_lsn,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,_op,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,_silver_loaded_at,derived,current_timestamp() at write,silver governance
op_orders,_silver_run_id,derived,the Silver run id,silver governance
op_orders,created_at,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,currency,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,customer_id,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
op_orders,items_subtotal_eur,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,order_id,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,order_number,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,order_status,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,ordered_at,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,shipping_fee_eur,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,source_record_id,derived,natural key or deterministic composite,silver governance
op_orders,source_system,derived,constant per source,silver governance
op_orders,total_eur,source_provided,typed cast (+ rename where localised),cdc contract
op_orders,updated_at,source_provided,typed cast (+ rename where localised),cdc contract
op_products,_event_ts,source_provided,typed cast (+ rename where localised),cdc contract
op_products,_lsn,source_provided,typed cast (+ rename where localised),cdc contract
op_products,_op,source_provided,typed cast (+ rename where localised),cdc contract
op_products,_silver_loaded_at,derived,current_timestamp() at write,silver governance
op_products,_silver_run_id,derived,the Silver run id,silver governance
op_products,active,source_provided,typed cast (+ rename where localised),cdc contract
op_products,category,source_provided,typed cast (+ rename where localised),cdc contract
op_products,created_at,source_provided,typed cast (+ rename where localised),cdc contract
op_products,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
op_products,name,source_provided,typed cast (+ rename where localised),cdc contract
op_products,product_id,source_provided,typed cast (+ rename where localised),cdc contract
op_products,sku,source_provided,typed cast (+ rename where localised),cdc contract
op_products,source_record_id,derived,natural key or deterministic composite,silver governance
op_products,source_system,derived,constant per source,silver governance
op_products,unit_price_eur,source_provided,typed cast (+ rename where localised),cdc contract
op_products,updated_at,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,_event_ts,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,_lsn,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,_op,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,_silver_loaded_at,derived,current_timestamp() at write,silver governance
op_tariffs,_silver_run_id,derived,the Silver run id,silver governance
op_tariffs,active,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,contract_term_months,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,created_at,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
op_tariffs,energy_type,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,name,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,source_record_id,derived,natural key or deterministic composite,silver governance
op_tariffs,source_system,derived,constant per source,silver governance
op_tariffs,standing_charge_eur_per_month,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,tariff_code,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,tariff_id,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,unit_price_eur_per_kwh,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,updated_at,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,valid_from,source_provided,typed cast (+ rename where localised),cdc contract
op_tariffs,valid_to,source_provided,typed cast (+ rename where localised),cdc contract
power_plant_capacity_additions,2026,source_provided,typed cast,power_plant_list contract / business-name mapping
power_plant_capacity_additions,2027,source_provided,typed cast,power_plant_list contract / business-name mapping
power_plant_capacity_additions,2028,source_provided,typed cast,power_plant_list contract / business-name mapping
power_plant_capacity_additions,2029,source_provided,typed cast,power_plant_list contract / business-name mapping
power_plant_capacity_additions,_silver_loaded_at,derived,current_timestamp() at write,silver governance
power_plant_capacity_additions,_silver_run_id,derived,the Silver run id,silver governance
power_plant_capacity_additions,_src_id_disambiguated,derived,the content-hash ordinal disambiguated the composite key,silver source_record_id rule
power_plant_capacity_additions,_src_id_ord,derived,1-based content-hash ordinal within a composite-key group,silver source_record_id rule
power_plant_capacity_additions,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
power_plant_capacity_additions,energy_carrier,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_capacity_additions,retiring_capacity_total_2026_2029_mw,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_capacity_additions,source_record_id,derived,natural key or deterministic composite,silver governance
power_plant_capacity_additions,source_system,derived,constant per source,silver governance
power_plant_list,_silver_loaded_at,derived,current_timestamp() at write,silver governance
power_plant_list,_silver_run_id,derived,the Silver run id,silver governance
power_plant_list,_src_id_disambiguated,derived,the content-hash ordinal disambiguated the composite key,silver source_record_id rule
power_plant_list,_src_id_ord,derived,1-based content-hash ordinal within a composite-key group,silver source_record_id rule
power_plant_list,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
power_plant_list,ags_level,derived,geography level achieved (bundesland),geography attribution limit
power_plant_list,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
power_plant_list,border_plant_net_capacity_mw,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,capacity_gross_mw,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,capacity_net_mw,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,commissioning_year,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,connecting_grid_operator,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,country,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,decommissioning_year,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
power_plant_list,energy_carrier,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,energy_carrier_code,derived,"source code, verbatim",coded-value decode triple
power_plant_list,energy_carrier_label_de,derived,German label from the decode reference,coded-value decode triple
power_plant_list,federal_state,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,feed_in_type,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,feed_in_type_code,derived,"source code, verbatim",coded-value decode triple
power_plant_list,feed_in_type_label_de,derived,German label from the decode reference,coded-value decode triple
power_plant_list,generation_technology,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,grid_voltage_level,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,house_number,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,is_border_plant,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,is_combined_heat_and_power,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,is_renewable_carrier,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,main_fuel,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,mastr_unit_id,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,municipality,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,operating_status,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,operating_status_code,derived,"source code, verbatim",coded-value decode triple
power_plant_list,operating_status_label_de,derived,German label from the decode reference,coded-value decode triple
power_plant_list,operator_name,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,plant_name,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,postcode,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,record_type,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
power_plant_list,record_type_code,derived,"source code, verbatim",coded-value decode triple
power_plant_list,record_type_label_de,derived,German label from the decode reference,coded-value decode triple
power_plant_list,source_record_id,derived,natural key or deterministic composite,silver governance
power_plant_list,source_system,derived,constant per source,silver governance
power_plant_list,street,source_provided,typed cast + English business rename,power_plant_list contract / business-name mapping
redispatch_measures,_silver_loaded_at,derived,current_timestamp() at write,silver governance
redispatch_measures,_silver_run_id,derived,the Silver run id,silver governance
redispatch_measures,_src_id_disambiguated,derived,the content-hash ordinal disambiguated the composite key,silver source_record_id rule
redispatch_measures,_src_id_ord,derived,1-based content-hash ordinal within a composite-key group,silver source_record_id rule
redispatch_measures,affected_unit_name,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,affected_unit_primary_energy,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,affected_unit_primary_energy_code,derived,"source code, verbatim",coded-value decode triple
redispatch_measures,affected_unit_primary_energy_label_de,derived,German label from the decode reference,coded-value decode triple
redispatch_measures,direction,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,direction_code,derived,"source code, verbatim",coded-value decode triple
redispatch_measures,direction_label_de,derived,German label from the decode reference,coded-value decode triple
redispatch_measures,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
redispatch_measures,end_timezone,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,extract_coverage_regime,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,instructing_tso,source_provided,typed cast + English business rename,redispatch contract / business-name mapping
redispatch_measures,instructing_tso_code,derived,"source code, verbatim",coded-value decode triple
redispatch_measures,instructing_tso_label_de,derived,German label from the decode reference,coded-value decode triple
